露營場名稱,縣市別,縣市代碼,鄉/鎮/市/區,營業狀態,經度,緯度,地址,電話,手機,網站,符合相關法規露營場／違反相關法規露營場,違反相關法規,是否有在原民區,露營場設置時間
南灣蹓蹓,苗栗縣,10005,泰安鄉,營業中,120.912265,24.412225,苗栗縣泰安鄉大興村南灣6鄰34號,,0982285343,https://m.icamping.app/store/nwll501,違反相關法規露營場,不符合土地管制法規,是,
土牧驛健康農莊,苗栗縣,10005,泰安鄉,營業中,120.9453562,24.49309629,苗栗縣泰安鄉八卦村4鄰八卦力59-3號,,0975191187,https://tumuyi.com.tw/,違反相關法規露營場,不符合土地管制法規,是,
藍天嶺露營區,苗栗縣,10005,泰安鄉,營業中,120.923971,24.420295,苗栗縣泰安鄉大興村5鄰45號,,0905084172,https://www.easycamp.com.tw/Store_1743.html,違反相關法規露營場,區域計畫法,是,
薆繞露營區,苗栗縣,10005,泰安鄉,營業中,120.961004,24.359936,麻必浩段 802-1地號,,0910586013,https://www.facebook.com/ar693/,違反相關法規露營場,區域計畫法,是,
朵悠露營區,苗栗縣,10005,泰安鄉,營業中,120.9263157,24.34952945,苗栗縣泰安鄉士林村33-1號,,0919042744,https://www.easycamp.com.tw/Store_2338.html,違反相關法規露營場,不符合土地管制法規,是,
瓦浪露谷營地,苗栗縣,10005,泰安鄉,營業中,120.9803062,24.39146809,苗栗縣泰安鄉梅園村天狗19號,,0933550953,https://tw-camping.tw/hotel_info.asp?hid=223,違反相關法規露營場,不符合土地管制法規,是,
瑪都安露營區,苗栗縣,10005,泰安鄉,營業中,120.9258488,24.44046066,苗栗縣泰安鄉清安村洗水坑118號,,0937721836,https://www.easycamp.com.tw/Store_2060.html,違反相關法規露營場,待清查,是,
山視界露營區,苗栗縣,10005,泰安鄉,營業中,120.921305,24.430445,苗栗縣泰安鄉清安村小南角5鄰40-3號,,0905329633,https://m.icamping.app/store/ssj211,違反相關法規露營場,不符合土地管制法規,是,
柏里紅,苗栗縣,10005,泰安鄉,營業中,120.980594,24.402911,梅園段65號,,0930305582,https://www.facebook.com/65.plihum,違反相關法規露營場,區域計畫法,是,
葳達露營區,苗栗縣,10005,泰安鄉,營業中,120.9677144,24.35541423,苗栗縣泰安鄉象鼻村麻必浩部落,,0965667721,https://www.facebook.com/pages/category/Campground/ï¼E8ï¼91ï¼B3ï¼E9ï¼81ï¼94ï¼E9ï¼9Cï¼B2ï¼E7ï¼87ï¼9Fï¼E5ï¼8Dï¼80-1710051359208398/,違反相關法規露營場,不符合土地管制法規,是,
友泰民宿溫泉館,苗栗縣,10005,泰安鄉,營業中,120.94756,24.468127,苗栗縣泰安鄉錦水村6鄰圓敦46-2號,037941868,,https://www.yotaispring.com/,違反相關法規露營場,區域計畫法,是,
泰安仙境露營區,苗栗縣,10005,泰安鄉,營業中,120.9356278,24.41987826,苗栗縣泰安鄉清安村8鄰,,0953863199,https://zh-tw.facebook.com/%E6%B3%B0%E5%AE%89%E4%BB%99%E5%A2%83%E7%A7%81%E4%BA%BA%E5%BA%A6%E5%81%87%E6%9C%83%E6%89%80-192222061189399/,違反相關法規露營場,不符合土地管制法規,是,
莎酷菈露營區,苗栗縣,10005,泰安鄉,營業中,120.976076,24.403008,苗栗縣泰安鄉司馬限林道苗61縣 苗栗縣泰安鄉梅園村4鄰天狗9之2號,,0934485621,https://m.icamping.app/store/skl428,違反相關法規露營場,不符合土地管制法規,是,
布耶特景觀營地,苗栗縣,10005,泰安鄉,營業中,120.924102,24.421009,苗栗縣泰安鄉大興村3鄰烏嘎彥,,0912007883,https://m.icamping.app/store/0912007883,違反相關法規露營場,不符合土地管制法規,是,
哈撒山莊,苗栗縣,10005,泰安鄉,營業中,120.915727,24.425484,苗栗縣泰安鄉大興村4鄰58號,,0932321064,https://m.icamping.app/store/hssj021,違反相關法規露營場,區域計畫法,是,
KK露營區,苗栗縣,10005,泰安鄉,營業中,120.957787,24.377119,9之16號,,0920632570,https://www.facebook.com/people/KK%E9%9C%B2%E7%87%9F%E5%8D%80/100092214807232/,違反相關法規露營場,區域計畫法,是,公有露營場請洽主管機關
瑪亞鸞露營區,苗栗縣,10005,泰安鄉,營業中,120.9303194,24.49226988,苗栗縣泰安鄉八卦村3鄰,,0928617427,https://m.icamping.app/store/myl058,違反相關法規露營場,區域計畫法,是,
象之旅露營區,苗栗縣,10005,泰安鄉,營業中,120.950493,24.358176,苗栗縣泰安鄉象鼻1鄰34號,,0930079075,https://m.icamping.app/store/sjl366,違反相關法規露營場,不符合土地管制法規,是,
鑽石林3,苗栗縣,10005,泰安鄉,營業中,120.919896,24.427447,大興村高熊卡4鄰61-16號,,0910270025,https://www.facebook.com/emdfcamp/,違反相關法規露營場,區域計畫法,是,
雲朵朵露營區,苗栗縣,10005,泰安鄉,營業中,120.926523,24.442494,苗栗縣泰安鄉清安村腦寮庄2號,,0921926985,https://www.facebook.com/cloud2015/,違反相關法規露營場,區域計畫法,是,
哈利匠民宿,苗栗縣,10005,泰安鄉,營業中,120.928616,24.34525795,苗栗縣泰安鄉士林村4鄰馬那邦2-6號,,0932503824,https://www.facebook.com/halijung.house/,違反相關法規露營場,不符合土地管制法規,是,
石水坊露營區,苗栗縣,10005,泰安鄉,營業中,120.927924,24.417455,苗栗縣泰安鄉清安村8鄰182號,,0928994997,https://zh-tw.facebook.com/pages/category/Campground/%E7%9F%B3%E6%B0%B4%E5%9D%8A-475154232579261/,違反相關法規露營場,不符合土地管制法規,是,
浮岸別境,苗栗縣,10005,泰安鄉,營業中,120.938598,24.407581,中興村5鄰司馬限19號,,0961177839,https://asiayo.com/zh-tw/view/tw/miaoli-county/44639/,違反相關法規露營場,區域計畫法,是,
那那布荷露營區,苗栗縣,10005,泰安鄉,營業中,120.919428,24.424672,苗栗縣泰安鄉高熊卡4鄰60-1號,,"0919366476,0928566393",https://www.facebook.com/nnbh070/,違反相關法規露營場,不符合土地管制法規,是,
虎山溫泉會館,苗栗縣,10005,泰安鄉,營業中,120.9404775,24.46861988,苗栗縣泰安鄉錦水村圓墩73-1號,037941001,,http://hushan-hotspring.com.tw/,違反相關法規露營場,待清查,是,
的貴露營區,苗栗縣,10005,泰安鄉,營業中,120.9636468,24.35353418,苗栗縣泰安鄉象鼻村3鄰永安17號,,0985752547,https://zh-tw.facebook.com/dg535/,違反相關法規露營場,不符合土地管制法規,是,
想當年露營區,苗栗縣,10005,泰安鄉,營業中,120.9185867,24.38734327,苗栗縣泰安鄉苗61線中興村（往馬拉邦山登山口）,,0988280760,https://www.facebook.com/miaoli.taian.in.those.days/,違反相關法規露營場,不符合土地管制法規,是,
風露營,苗栗縣,10005,泰安鄉,營業中,120.931013,24.34391763,苗栗縣泰安鄉馬那邦64號,,0918962000,https://wind-camping.com/,違反相關法規露營場,不符合土地管制法規,是,
鷹的故鄉,苗栗縣,10005,泰安鄉,營業中,120.918309,24.421526,苗栗縣泰安鄉大興村4鄰57-9號,,0975829613,https://m.icamping.app/store/ydgx127,違反相關法規露營場,區域計畫法,是,
印象泰雅渡假民宿,苗栗縣,10005,泰安鄉,營業中,120.938298,24.374936,象鼻村1鄰象鼻39號,,0911972823,https://www.facebook.com/impressiontayal/?locale=zh_TW,違反相關法規露營場,區域計畫法,是,
星樂親子露營,苗栗縣,10005,泰安鄉,營業中,120.950393,24.500874,八卦村4鄰68號,,0912553259,https://www.easycamp.com.tw/Store_2464.html,違反相關法規露營場,區域計畫法,是,
快樂露營區,苗栗縣,10005,泰安鄉,營業中,120.9186795,24.42636619,苗栗縣泰安鄉高熊卡4鄰60號,,0906606733,https://m.icamping.app/store/hap489,違反相關法規露營場,不符合土地管制法規,是,
放牛吃草露營區,苗栗縣,10005,泰安鄉,營業中,120.916261,24.427021,苗栗縣泰安鄉大興村高熊卡4鄰61-8號,,0910989895,https://www.facebook.com/camp0401/,違反相關法規露營場,區域計畫法,是,
小牛露營區,苗栗縣,10005,泰安鄉,營業中,120.9184816,24.41863544,苗栗縣泰安鄉大興村高熊卡4鄰57-13號,,0921916805,https://m.icamping.app/store/xn190,違反相關法規露營場,區域計畫法,是,
云仙谷休閒露營區,苗栗縣,10005,泰安鄉,營業中,120.9362027,24.45161298,苗栗縣泰安鄉清安村10鄰腦寮庄15號,,0937096333,https://m.icamping.app/store/yxgxj204,違反相關法規露營場,不符合土地管制法規,是,
司馬限 360 度景觀露營區,苗栗縣,10005,泰安鄉,營業中,120.947534,24.406734,苗栗縣泰安鄉中興村5鄰18之10號,,0978453730,https://m.icamping.app/store/smhck263,違反相關法規露營場,不符合土地管制法規,是,
基哥那裡,苗栗縣,10005,泰安鄉,營業中,120.9219103,24.41923933,苗栗縣泰安鄉大興村,,0905250393,https://zh-tw.facebook.com/pages/category/Campground/ï¼E5ï¼9Fï¼BAï¼E5ï¼93ï¼A5ï¼E9ï¼82ï¼A3ï¼E8ï¼A3ï¼A1-1464283893845456/,違反相關法規露營場,不符合土地管制法規,是,
都瑪斯民宿,苗栗縣,10005,泰安鄉,營業中,120.9692478,24.3839094,苗栗縣泰安鄉梅園村1鄰梅園12-1號,037962102,,https://xnï¼ï¼oct14uckfgtj8i1b.tw/,違反相關法規露營場,不符合土地管制法規,是,
按個讚露營場,苗栗縣,10005,泰安鄉,營業中,120.980835,24.389377,苗栗縣泰安鄉天狗部落,,0907689551,https://www.facebook.com/p/%E6%84%9B%E9%9C%B2%E7%87%9F-%E6%8C%89%E5%80%8B%E8%AE%9A%E9%9C%B2%E7%87%9F%E5%8D%80-61552140174562/,違反相關法規露營場,區域計畫法,是,
星光山岳露營驛站,苗栗縣,10005,泰安鄉,營業中,120.9717444,24.38906545,苗栗縣泰安鄉梅園村2鄰38-1號,,0935302658,https://www.facebook.com/starymountain/,違反相關法規露營場,不符合土地管制法規,是,
山頂動人,苗栗縣,10005,泰安鄉,營業中,120.937113,24.418555,清安段 778地號,,0910937965,https://www.facebook.com/p/%E5%B1%B1%E9%A0%82-%E5%8B%95%E4%BA%BA%E5%85%8D%E8%A3%9D%E5%82%99%E9%9C%B2%E7%87%9F-61554011390816/,違反相關法規露營場,區域計畫法,是,
達度垡露營區,苗栗縣,10005,泰安鄉,營業中,120.917757,24.383924,苗栗縣泰安鄉2鄰22號之5,,0903122723,https://www.facebook.com/p/%E9%81%94%E5%BA%A6%E5%9E%A1%E9%9C%B2%E7%87%9F%E5%8D%80-100064087118085/,違反相關法規露營場,不符合土地管制法規,是,
綠野雲仙露營區,苗栗縣,10005,泰安鄉,營業中,120.911474,24.432035,苗栗縣泰安鄉第5鄰高熊卡47之18號,,0981776158,https://m.icamping.app/store/lyyx075,違反相關法規露營場,不符合土地管制法規,是,
山居營地,苗栗縣,10005,泰安鄉,營業中,120.92881,24.418531,苗栗縣泰安鄉清安村洗水坑大坪部落,,0920317395,https://www.facebook.com/josh6273/,違反相關法規露營場,區域計畫法,是,
麥露瘋露營區,苗栗縣,10005,泰安鄉,營業中,120.967787,24.384495,一鄰,,0910516881,https://www.facebook.com/mlf5555/,違反相關法規露營場,區域計畫法,是,
原始原味露營區,苗栗縣,10005,泰安鄉,營業中,120.9105529,24.4299293,苗栗縣泰安鄉大興村,,0975862569,https://m.icamping.app/store/ysyw261,違反相關法規露營場,不符合土地管制法規,是,
耀婆山露營區,苗栗縣,10005,泰安鄉,營業中,120.911067,24.435494,苗栗縣泰安鄉小南角2鄰6號,,0978826989,https://m.icamping.app/store/yps202,違反相關法規露營場,不符合土地管制法規,是,
友田坊營地,苗栗縣,10005,泰安鄉,營業中,120.922167,24.443843,苗栗縣泰安鄉清安村洗水坑12鄰,,0910922961,https://m.icamping.app/store/ytf272,違反相關法規露營場,不符合土地管制法規,是,
伊紹露營區,苗栗縣,10005,泰安鄉,營業中,120.97543,24.381794,象鼻村大安35-1號,,"0980997300,0968008376",https://www.facebook.com/p/%E4%BC%8A%E7%B4%B9%E9%9C%B2%E7%87%9F%E5%8D%80-100081352428145/,違反相關法規露營場,,是,
覓境露營區,苗栗縣,10005,泰安鄉,營業中,120.943919,24.464084,苗栗縣泰安鄉錦水村圓墩34-1號,,0905928156,https://www.facebook.com/tamj568/,違反相關法規露營場,不符合土地管制法規,是,
樂沐絲莊園,苗栗縣,10005,泰安鄉,營業中,120.926678,24.397055,苗栗縣泰安鄉司馬限林道,037995421,,https://www.facebook.com/Vacation.wuhuang/,違反相關法規露營場,不符合土地管制法規,是,
武嵐露營區,苗栗縣,10005,泰安鄉,營業中,120.965613,24.484086,苗栗縣泰安鄉10鄰橫龍山64之36號,,0926212235,https://m.icamping.app/store/wl138,違反相關法規露營場,不符合土地管制法規,是,
水云山植物景觀休閒農場,苗栗縣,10005,泰安鄉,營業中,120.9269566,24.42099527,高熊卡65號（清安豆腐街-清安國小-大坪部落-山居營地過後100公尺叉路-右轉往烏嘎彥-約300米右下即達）,,0935228550,https://www.facebook.com/p/%E6%B0%B4%E4%BA%91%E5%B1%B1%E6%A4%8D%E7%89%A9%E6%99%AF%E8%A7%80%E4%BC%91%E9%96%92%E8%BE%B2%E5%A0%B4-100064117713428/,違反相關法規露營場,區域計畫法,是,
撒力達露營區,苗栗縣,10005,泰安鄉,營業中,120.961381,24.355065,苗栗縣泰安鄉象鼻村永安部落,,0928973206,https://www.facebook.com/salida2016/,違反相關法規露營場,不符合土地管制法規,是,
芬享露營區,苗栗縣,10005,泰安鄉,營業中,120.909605,24.430484,苗栗縣泰安鄉5鄰47-25號,,0906535556,https://m.icamping.app/store/fs009,違反相關法規露營場,不符合土地管制法規,是,
高熊卡露營區,苗栗縣,10005,泰安鄉,營業中,120.913357,24.4309,苗栗縣泰安鄉大興村4鄰59-3號,,0966568125,https://m.icamping.app/store/gsk013,違反相關法規露營場,不符合土地管制法規,是,
水之悅休閒露營區,苗栗縣,10005,泰安鄉,營業中,120.97425,24.385265,梅園12-9號,,0916169822,https://www.facebook.com/p/%E6%B0%B4%E4%B9%8B%E6%82%85%E4%BC%91%E9%96%92%E9%9C%B2%E7%87%9F%E5%8D%80-100066862655492/,違反相關法規露營場,區域計畫法,是,
部落傳奇,苗栗縣,10005,泰安鄉,營業中,120.949696,24.359076,象鼻村19-5號,,0937705380,https://www.facebook.com/blcc523/?locale=zh_TW,違反相關法規露營場,區域計畫法,是,
客泊樂野奢露營,苗栗縣,10005,泰安鄉,營業中,120.913363,24.419939,,0223702388,,https://www.kamper.land/zh-TW,違反相關法規露營場,區域計畫法,是,
雲境露營區,苗栗縣,10005,泰安鄉,營業中,120.919595,24.426828,苗栗縣泰安鄉大興村4鄰,,0913309389,https://m.icamping.app/store/yj123,違反相關法規露營場,不符合土地管制法規,是,
泰安哈尼,苗栗縣,10005,泰安鄉,營業中,120.918664,24.426951,,,0932321064,https://m.icamping.app/store/tahn723,違反相關法規露營場,區域計畫法,是,
密式旅行,苗栗縣,10005,泰安鄉,營業中,120.9137329,24.41882301,苗栗縣泰安鄉大興村高熊卡6號,,0905108958,https://traiwan.com/official/booking.php?id=misstravel,違反相關法規露營場,不符合土地管制法規,是,
瑪達法籟露營區,苗栗縣,10005,泰安鄉,營業中,120.915019,24.429262,苗栗縣泰安鄉大興村5鄰48-1號,,0931482558,https://m.icamping.app/store/mdfl041,違反相關法規露營場,區域計畫法,是,
一定行露營區,苗栗縣,10005,泰安鄉,營業中,120.9714876,24.36576788,,,,,違反相關法規露營場,區域計畫法,是,
逸視界露營區,苗栗縣,10005,泰安鄉,營業中,120.923857,24.4273,苗栗縣泰安鄉大興村3鄰63號旁,,0921636063,https://m.icamping.app/store/ysj474,違反相關法規露營場,不符合土地管制法規,是,
活林火現露營區,苗栗縣,10005,泰安鄉,營業中,120.931866,24.388993,苗栗縣泰安鄉中興村長橋3鄰47 號,,0972536300,https://www.facebook.com/lokahfire/,違反相關法規露營場,不符合土地管制法規,是,
五隻小豬露營區,苗栗縣,10005,泰安鄉,營業中,120.96335,24.47516,苗栗縣泰安鄉橫龍山段484號,,0910988184,,違反相關法規露營場,區域計畫法,是,
漫天過海露營區,苗栗縣,10005,泰安鄉,營業中,120.937254,24.38263773,苗栗縣泰安鄉中象道路,,0982115054,https://www.facebook.com/theseaview,違反相關法規露營場,區域計畫法,是,
嗎哪露營區,苗栗縣,10005,泰安鄉,營業中,120.913723,24.428815,苗栗縣泰安鄉大興村5鄰48號,,0916306394,https://zh-tw.facebook.com/kk781302002,違反相關法規露營場,不符合土地管制法規,是,
南灣蹓蹓農埸,苗栗縣,10005,泰安鄉,營業中,120.91357,24.41208,高熊段 976地號,,0982285343,https://m.icamping.app/store/nwll501,違反相關法規露營場,區域計畫法,是,
伊夕尚露營區,苗栗縣,10005,泰安鄉,營業中,120.96474,24.475346,泰安鄉斯瓦細格部落 往橫龍古道方向,,0930893156,https://m.icamping.app/store/yss392,違反相關法規露營場,不符合土地管制法規,是,
雲中漫步露營區,苗栗縣,10005,泰安鄉,營業中,120.91486,24.41797,大興村高熊卡二鄰6之5號,,0983084587,https://www.facebook.com/people/%E9%9B%B2%E4%B8%AD%E6%BC%AB%E6%AD%A5/61554617978494/,違反相關法規露營場,區域計畫法,是,
目上景露營區,苗栗縣,10005,泰安鄉,營業中,120.915256,24.427899,苗栗縣泰安鄉大興村5鄰,,0920464715,https://www.facebook.com/hpy1007/,違反相關法規露營場,不符合土地管制法規,是,
鑽石林,苗栗縣,10005,泰安鄉,營業中,120.919896,24.427447,苗栗縣泰安鄉大興村高熊卡4鄰61-16號,,0910270025,https://www.facebook.com/emdfcamp/,違反相關法規露營場,區域計畫法,是,
泰安王子小豬仔露營區,苗栗縣,10005,泰安鄉,營業中,120.911509,24.432047,苗栗縣泰安鄉大興村高熊卡3鄰381號-1,,0913686666,https://m.icamping.app/store/wts372,違反相關法規露營場,不符合土地管制法規,是,
桂竹柿家,苗栗縣,10005,泰安鄉,營業中,120.967238,24.357206,苗栗縣泰安鄉象鼻村永安445-13號,,0910153300,https://m.icamping.app/store/gjsj479,違反相關法規露營場,不符合土地管制法規,是,
古道秘境露營區,苗栗縣,10005,泰安鄉,營業中,120.967104,24.484341,苗栗縣泰安鄉苗62線11.5公里處左轉,,0936052352,https://m.icamping.app/store/gdmj080,違反相關法規露營場,區域計畫法,是,
翔雲露營區,苗栗縣,10005,泰安鄉,營業中,120.911806,24.407806,36542苗栗縣泰安鄉南灣路8鄰8號,,0928587798,https://campground-803.business.site/,違反相關法規露營場,不符合土地管制法規,是,
司馬限雲端果園露營區,苗栗縣,10005,泰安鄉,營業中,120.9484254,24.40646768,苗栗縣泰安鄉司馬限5鄰20號,,0930697528,https://www.facebook.com/smxyd110/,違反相關法規露營場,不符合土地管制法規,是,
日光角落,苗栗縣,10005,泰安鄉,營業中,120.929911,24.45337,錦水村半天寮3鄰45之5號(請地圖搜尋:清安國小 在沿途至營區),,,,違反相關法規露營場,區域計畫法,是,
嶺秀休閒露營區景觀民宿,苗栗縣,10005,泰安鄉,營業中,120.9556056,24.39181741,梅園村2鄰66之23號,,0921184718,https://www.facebook.com/ls536/?locale=zh_TW,違反相關法規露營場,區域計畫法,是,
司馬限山嵐露營區,苗栗縣,10005,泰安鄉,營業中,120.950412,24.40564,苗栗縣泰安鄉中興村5鄰司馬限部落,,0919675272,https://m.icamping.app/store/smsl498,違反相關法規露營場,不符合土地管制法規,是,
達拉灣民宿,苗栗縣,10005,泰安鄉,營業中,120.931199,24.349481,苗栗縣泰安鄉士林村馬那邦5鄰32之1號,,0921331146,https://www.facebook.com/DaLaWanMinSu/,違反相關法規露營場,區域計畫法,是,
阿麗露營區,苗栗縣,10005,泰安鄉,營業中,120.914173,24.42516,苗栗縣泰安鄉大興村5鄰38號,,0927525033,https://m.icamping.app/store/al198,違反相關法規露營場,不符合土地管制法規,是,
UP 露營區,苗栗縣,10005,泰安鄉,營業中,120.915978,24.448718,苗栗縣泰安鄉清安村洗水坑93-10號,0222527966,,https://www.easycamp.com.tw/Store_1720.html,違反相關法規露營場,不符合土地管制法規,是,
享露菲菲露營區,苗栗縣,10005,泰安鄉,營業中,120.9201301,24.42294781,四鄰57號,,0903122723,https://www.facebook.com/p/%E4%BA%AB%E9%9C%B2%E8%8F%B2%E8%8F%B2%E9%9C%B2%E7%87%9F%E5%8D%80-61552271443995/,違反相關法規露營場,區域計畫法,是,
天晴野舍,苗栗縣,10005,泰安鄉,營業中,120.926715,24.366567,,,,https://www.facebook.com/people/%E5%A4%A9%E6%99%B4%E9%87%8E%E8%88%8D/100080777703197/,違反相關法規露營場,不符合土地管制法規,是,
雪松大砲露營區,苗栗縣,10005,泰安鄉,營業中,120.9852043,24.39952062,台灣苗栗縣泰安鄉司馬限林道,,0903262281,https://campground-1381.business.site/,違反相關法規露營場,不符合土地管制法規,是,
翩翩泰安,苗栗縣,10005,泰安鄉,營業中,120.936459,24.470141,錦水村11鄰圓墩86之6號,037941099,,https://www.ppta.com.tw/home.php,違反相關法規露營場,區域計畫法,是,
晨風露營區,苗栗縣,10005,泰安鄉,營業中,120.931563,24.34377,365苗栗縣泰安鄉馬拉邦62號,,0935138409,https://m.facebook.com/%E6%99%A8%E9%A2%A8%E9%9C%B2%E7%87%9F%E5%8D%80-487469331646316/,違反相關法規露營場,不符合土地管制法規,是,
夏特義露營區,苗栗縣,10005,泰安鄉,營業中,120.918903,24.42336,大興村高熊卡4鄰57-5號,,0933190209,https://www.facebook.com/hongsan.siyat/,違反相關法規露營場,不符合土地管制法規,是,
好自在露營區,苗栗縣,10005,泰安鄉,營業中,120.918069,24.42313,苗栗縣泰安鄉大興村四鄰57號,,0927506819,https://m.icamping.app/store/hzz108,違反相關法規露營場,不符合土地管制法規,是,
騰龍山莊,苗栗縣,10005,泰安鄉,營業中,120.966442,24.466204,苗栗縣泰安鄉橫龍山5號,037941002,,https://www.teng-long.com.tw/,違反相關法規露營場,不符合土地管制法規,是,
原心小團露,苗栗縣,10005,泰安鄉,營業中,120.91121,24.42857,苗栗縣泰安鄉365高熊峠45-9號,,0978508351,https://m.icamping.app/store/ys509,違反相關法規露營場,不符合土地管制法規,是,
飛牛牧場休閒農場,苗栗縣,10005,通霄鎮,營業中,120.741934,24.440693,苗栗縣通霄鎮南和里166號,037782999,0921286058,https://www.flyingcow.com.tw/room/ins.php?index_id=3,違反相關法規露營場,區域計畫法,否,休閒農場請洽主管機關（農業部）
藍鵲休閒農場,苗栗縣,10005,通霄鎮,營業中,120.721738,24.446646,苗栗縣通霄鎮南和里111號,037783790,,http://www.flyscoot.com/index.php/zhtw/promo-fares-tw.html?utm_source=ex_tw&utm_medium=fb_offers&utm_campaign=070113_33_off_promocode_scootbiz,符合相關法規露營場,,否,休閒農場請洽主管機關（農業部）
揚昊休閒農場,苗栗縣,10005,通霄鎮,營業中,120.715933,24.414069,苗栗縣苑裡鎮蕉埔里8鄰蕉埔86-7號,037747711,,https://greenforest168.weebly.com/,符合相關法規露營場,,否,休閒農場請洽主管機關（農業部）
萬家燈伙,苗栗縣,10005,通霄鎮,營業中,120.7285939,24.47972897,圳頭里2鄰圳頭23-6號,,0989823932,,違反相關法規露營場,區域計畫法,否,
通霄三合院農庒｜苗栗露營區、三合院民宿,苗栗縣,10005,通霄鎮,營業中,120.697586,24.532299,,,0921577510,https://www.facebook.com/Sunheryou/,違反相關法規露營場,不符合土地管制法規,否,
自家烘焙咖啡休閒農場,苗栗縣,10005,通霄鎮,營業中,120.740692,24.421165,苗栗縣通霄鎮福興里9鄰福興101之11號,,0932552997,,符合相關法規露營場,,否,休閒農場請洽主管機關（農業部）
山峰點伙,苗栗縣,10005,通霄鎮,營業中,120.7280798,24.47958777,苗栗縣通霄鎮圳頭里2鄰圳頭23之6號,,0981443382,https://m.icamping.app/store/sfdh172,違反相關法規露營場,不符合土地管制法規,否,
南窩綠丘,苗栗縣,10005,通霄鎮,營業中,120.742751,24.448475,苗栗縣通霄鎮城南里5鄰城南66之5號,,0918273858,https://www.greenhill.tw/,違反相關法規露營場,區域計畫法,否,
釣魚的貓地中海民宿,苗栗縣,10005,通霄鎮,營業中,120.730111,24.418692,苗栗縣通霄鎮福興里13鄰148之12號,,0937235922,,違反相關法規露營場,不符合土地管制法規,否,
飛螢農莊,苗栗縣,10005,通霄鎮,營業中,120.743304,24.411652,苗栗縣通霄鎮福興里11鄰126號,,0975783371,https://www.facebook.com/Firefly037783371/,違反相關法規露營場,不符合土地管制法規,否,
山峰點伙露營區,苗栗縣,10005,通霄鎮,營業中,120.728118,24.479378,苗栗縣通霄鎮圳頭里２鄰圳頭２３之６號,,0981443382,https://www.facebook.com/mountainfirecamping/,違反相關法規露營場,不符合土地管制法規,否,
山Chill,苗栗縣,10005,造橋鄉,營業中,120.869007,24.605059,平興村五鄰塩菜坑2-5號 (萬緣寺往前200公尺),,0910901661,https://www.mountainchillglamping.com/,違反相關法規露營場,區域計畫法,否,
月山谷MoonShine Valley,苗栗縣,10005,造橋鄉,營業中,120.90247,24.61316,大龍村石椿臼6-6號,,"0934007330,0926745072",https://www.facebook.com/people/%E6%9C%88%E5%B1%B1%E8%B0%B7MoonShine-Valley/61550697992305/,違反相關法規露營場,區域計畫法,否,
桉心園露營區,苗栗縣,10005,造橋鄉,營業中,120.8358943,24.6355785,蔗廍1號,,0919203622,,違反相關法規露營場,區域計畫法,否,
木盈朵莊園,苗栗縣,10005,獅潭鄉,營業中,120.9098,24.47002,竹木村11份四12號,,0937789412,https://www.facebook.com/p/%E6%9C%A8%E7%9B%88%E6%9C%B5%E8%8E%8A%E5%9C%92-100083420616997/,違反相關法規露營場,區域計畫法,是,
窩野鄉趣露營區,苗栗縣,10005,獅潭鄉,營業中,120.903621,24.468279,桂竹林段363-498、363-849地號,,0933732875,https://www.facebook.com/camp0001/,違反相關法規露營場,區域計畫法,是,
山田露營區,苗栗縣,10005,獅潭鄉,營業中,120.920493,24.53662,新店村12鄰151-7號,,0926327273,https://www.facebook.com/p/%E5%B1%B1%E7%94%B0%E9%9C%B2%E7%87%9F%E5%8D%80-100076816304188/,違反相關法規露營場,區域計畫法,是,
仙山生態農場,苗栗縣,10005,獅潭鄉,營業中,120.947822,24.538819,苗栗縣獅潭鄉新店村小東勢19號,037931661,,https://www.hsingfram.com/,違反相關法規露營場,不符合土地管制法規,是,
17 杉境露營休閒農場,苗栗縣,10005,獅潭鄉,營業中,120.904771,24.513554,苗栗縣獅潭鄉和興村14鄰38-1號,,"0932067690,0979016006",http://www.freeway3.com.tw/,違反相關法規露營場,區域計畫法,是,
聽見你的回憶-休閒雲莊,苗栗縣,10005,獅潭鄉,營業中,120.901219,24.466442,35443苗栗縣獅潭鄉竹木村大興窩20-7號,,0932676363,https://holiday-park-111.business.site/,違反相關法規露營場,不符合土地管制法規,是,
小岔路露營區,苗栗縣,10005,獅潭鄉,營業中,120.903268,24.513055,苗栗縣獅潭鄉和興39-1號,,"0972738095,0960524131",https://www.facebook.com/AMY7201/,違反相關法規露營場,區域計畫法,是,
大坪左岸露營區,苗栗縣,10005,獅潭鄉,營業中,120.937333,24.571607,苗栗縣獅潭鄉百壽村1鄰大坪6號,,0932150066,https://www.facebook.com/%E5%A4%A7%E5%9D%AA%E5%B7%A6%E5%B2%B8%E9%9C%B2%E7%87%9F%E5%8D%80-116551405595024/,違反相關法規露營場,不符合土地管制法規,是,
鹽水頭露營區,苗栗縣,10005,獅潭鄉,營業中,120.914241,24.478457,苗栗縣獅潭鄉塩水13鄰36之1號,,0953932858,https://www.facebook.com/watercamping/,違反相關法規露營場,不符合土地管制法規,是,
清泉露營區,苗栗縣,10005,獅潭鄉,營業中,120.927397,24.532997,苗栗縣獅潭鄉新店村大東勢3之1號,,0911792166,https://www.facebook.com/chingchuancamp/,違反相關法規露營場,不符合土地管制法規,是,
